accident_index,longitude,latitude,cluster
2020160922763,-0.327291,53.770918,3
2020160922953,-0.381704,53.740149,3
2020160922995,-0.357095,53.758799,3
2020160923185,-0.307572,53.787351,3
2020160923186,-0.861078,53.920396,1
2020160923205,-0.210107,54.095196,2
2020160923285,-0.919243,53.856156,1
2020160923310,-0.678809,53.770201,1
2020160923352,-0.068582,53.562778,5
2020160923417,-0.400111,53.736953,3
2020160923438,-0.834156,53.494923,4
2020160923442,-0.306821,53.758109,3
2020160923463,-0.413993,53.784635,3
2020160923580,-0.098932,53.569853,5
2020160923703,-0.443121,53.816217,3
2020160923759,-0.46349,53.718103,3
2020160923832,-0.375015,53.67806,3
2020160923857,-0.207788,53.737261,3
2020160923895,-0.277236,53.763782,3
2020160923994,-0.877985,53.708519,1
2020160924076,-0.073408,53.559584,5
2020160924162,-0.557632,53.54861,4
2020160924201,-0.913495,53.991187,1
2020160924215,-0.122916,53.554815,5
2020160924335,-0.648662,53.561871,4
2020160924349,-0.216042,53.738562,3
2020160924411,-0.123145,53.554432,5
2020160924413,-0.104812,53.566701,5
2020160924423,-0.372024,54.036858,2
2020160924491,-0.34318,53.743883,3
2020160924544,-0.092627,53.552223,5
2020160924609,-0.090295,53.541668,5
2020160924635,-0.118151,53.562525,5
2020160924798,-0.376743,53.782312,3
2020160924847,-0.633059,53.818883,1
2020160924863,-0.361901,53.753399,3
2020160924910,-0.383149,53.762147,3
2020160925069,-0.050043,53.551861,5
2020160925205,-0.371502,53.729098,3
2020160925273,-0.057671,53.573542,5
2020160925276,-0.357077,53.737099,3
2020160925281,-0.175291,53.903126,2
2020160925296,-0.435471,53.730289,3
2020160925311,-0.091661,53.548531,5
2020160925362,-0.080474,53.574602,5
2020160925645,-0.47995,53.837812,3
2020160925652,-0.342286,53.743493,3
2020160925681,-0.230815,53.611582,5
2020160925796,-0.466862,53.789143,3
2020160925827,-0.497359,53.558502,4
2020160925831,-0.071254,53.568449,5
2020160925832,-0.870397,53.709571,1
2020160925853,-0.042329,53.566604,5
2020160925879,-0.02554,53.559055,5
2020160925905,-0.345328,53.629274,3
2020160925957,-0.168266,53.540855,5
2020160925961,-0.170232,53.822739,3
2020160925975,-0.454971,54.108565,2
2020160926142,-0.30789,53.759805,3
2020160926191,-0.781725,53.928929,1
2020160926214,-0.473879,53.837996,3
2020160926261,-0.358705,53.764583,3
